x0,x1,x2,x3,y,x4,x5
1.19,A0,A4,A4,4798,6.83,
0.43,A0,A6,A2,1580,4.89,4.86
0.82,A0,A1,A1,4327,5.99,6.02
0.71,A2,A0,A1,1774,5.61,
0.64,A4,A6,A1,2063,5.67,
0.33,A0,A6,A5,854,4.48,4.52
0.61,A1,A2,A3,2082,5.36,5.43
0.37,A1,A2,A3,746,4.57,
1.01,A0,A3,A4,4504,6.45,
0.32,A0,A6,A1,828,4.4,4.37
0.7,A1,A6,A0,2423,5.68,5.62
1.3,A3,A4,A3,7714,6.96,6.98
0.7,A3,A3,A1,3199,5.74,5.7
0.4,A0,A3,A6,988,4.77,4.79
0.5,A0,A6,A0,1374,5.12,5.15
1.0,A3,A6,A0,5292,6.56,
1.26,A1,A3,A1,9802,7.03,7.15
0.33,A1,A1,A0,608,4.39,4.43
1.15,A1,A4,A1,5646,6.66,
0.38,A2,A4,A4,547,4.58,4.63
0.43,A3,A2,A5,1264,4.87,4.85
0.71,A1,A3,A0,2606,5.69,5.73
1.0,A0,A3,A4,4077,6.33,6.28
1.21,A1,A6,A0,7877,6.92,
0.34,A3,A3,A0,596,4.48,
0.3,A3,A4,A0,540,4.3,
1.0,A4,A3,A0,4213,6.6,6.52
0.78,A1,A4,A4,2252,5.85,
0.7,A1,A3,A4,2464,5.7,
0.71,A1,A3,A1,2630,5.74,
0.92,A3,A0,A1,3091,6.31,6.26
0.32,A3,A6,A1,645,4.38,4.41
0.37,A0,A2,A1,649,4.6,4.64
0.35,A0,A3,A1,722,4.48,4.43
0.21,A3,A3,A4,394,3.84,3.82
0.63,A3,A3,A3,2064,5.51,
0.43,A0,A2,A3,943,4.84,
0.51,A0,A4,A4,1016,5.12,
0.62,A1,A2,A3,2161,5.52,-11.1714501009005
0.59,A0,A6,A4,1265,5.41,
0.26,A0,A6,A5,635,4.07,4.1
0.42,A1,A3,A6,1167,4.79,4.82
1.2,A1,A6,A6,10891,6.72,6.76
0.58,A0,A3,A1,1809,5.42,5.35
0.52,A0,A1,A4,1158,5.17,5.22
0.39,A0,A2,A0,665,4.69,
0.55,A0,A0,A1,1165,5.21,
0.41,A3,A2,A0,719,4.72,4.77
0.76,A0,A1,A0,3007,5.88,5.91
1.27,A3,A0,A1,4011,6.96,
0.84,A0,A0,A1,2709,6.09,
0.3,A2,A6,,394,4.26,4.29
0.72,A0,A3,A6,3874,5.74,
0.73,A0,A2,A0,2583,5.81,5.84
0.42,A1,A6,A0,753,4.81,4.89
1.18,A0,A5,A3,6541,6.73,6.79
0.32,A1,A4,A1,505,4.39,
0.33,A0,A2,A3,666,4.43,4.46
1.36,A3,A2,A0,7729,7.21,7.17
0.65,A1,A1,A3,2752,5.55,
0.3,A1,A0,A3,506,4.3,4.25
1.08,A0,A2,A0,5352,6.58,6.55
0.58,A0,A1,A6,2617,5.32,5.4
0.51,A0,A4,A1,1428,5.19,5.14
0.9,A2,A2,A0,3574,6.09,
0.29,A3,A2,A5,669,4.23,
0.84,A3,A6,A4,2863,6.06,6.01
1.13,A3,A2,A2,9698,6.78,6.71
1.24,A3,A1,A1,9916,7.09,
1.28,A0,A2,A4,6833,6.95,6.99
1.5,A0,A6,A4,9996,7.28,7.26
1.5,A3,A5,A4,7140,7.46,
0.55,A3,A1,A3,1975,5.26,
0.4,A2,A2,A1,816,4.77,
0.35,A1,A4,A0,504,4.55,4.58
1.37,A0,A6,A3,11649,7.28,7.22
1.03,A1,A1,A1,7102,6.39,6.44
0.32,A1,A2,A4,421,4.37,4.42
1.2,A0,A4,A1,4771,6.71,6.67
1.01,A3,A4,A1,5120,6.45,6.39
1.05,A0,A2,A0,5204,6.67,6.64
0.4,A0,A2,A5,1097,4.78,4.81
0.8,A3,A6,A0,2890,5.97,5.94
0.32,A0,A6,A2,943,4.41,
0.73,A4,A2,A0,2032,5.68,5.62
1.28,A3,A4,A4,6164,7.0,6.94
0.91,A2,A1,A4,3660,6.01,
1.01,A1,A2,A0,4672,6.33,6.28
0.3,A0,A3,A6,742,4.3,4.34
0.44,A0,A2,,990,4.88,
0.46,A2,A3,A6,1778,4.97,5.01
1.03,A1,A3,A1,5800,6.46,
0.3,A2,A2,A0,574,4.3,
0.3,A0,A2,A2,830,4.29,4.33
0.4,A0,A2,A0,702,4.77,4.83
0.7,A3,A2,A0,2042,5.7,
0.7,A0,A2,A6,3205,5.75,
1.01,A4,A2,A4,3173,6.08,
0.34,A3,A3,A1,956,4.51,4.49
0.36,A0,A6,A0,600,4.62,4.67
0.34,A0,A2,A0,507,4.53,
0.47,A1,A3,A3,1566,4.97,5.03
0.41,A0,A1,A3,1019,4.75,
0.91,A0,A3,,3898,6.23,6.2
0.71,A0,A5,A0,2313,5.7,5.74
1.7,A3,A0,,9225,7.47,7.38
0.25,A0,A2,,459,4.08,4.1
1.2,A4,A0,A7,3011,6.61,6.54
1.02,A0,A3,,8011,6.44,6.46
0.3,A0,A1,A0,709,4.37,4.35
0.71,A4,A3,A4,2002,5.63,5.51
0.31,A0,A1,A1,734,4.35,4.36
0.79,A3,A1,A4,2853,6.07,
1.07,A0,A2,A1,6324,6.62,6.57
0.34,A0,A2,A0,650,4.56,
0.73,A0,A4,A1,2793,5.72,5.76
0.35,A0,A6,A3,923,4.54,
2.02,A1,A2,A4,13554,8.05,
1.03,A2,A3,A4,4250,6.3,
1.23,A0,A2,A4,3788,6.91,
1.0,A3,A2,A0,3634,6.44,6.4
,A1,A3,A3,1806,5.14,
1.21,A2,A4,A3,6748,6.72,6.77
1.51,A3,A2,A3,12085,7.24,7.19
1.08,A0,A2,A4,3825,6.63,
0.32,A0,A3,A4,576,4.41,4.36
0.41,A1,A6,A0,878,4.73,4.69
0.74,A3,A4,A1,2530,5.88,
1.03,A3,A3,A6,9205,6.64,6.56
1.03,A1,A6,A2,10032,6.4,6.47
0.53,A0,A2,A5,2106,5.21,
1.5,A4,A0,A4,5268,7.07,7.03
1.6,A3,A0,A3,8870,7.49,
0.32,A0,A6,A1,828,4.41,4.38
1.22,A3,A3,A0,7395,6.8,6.74
1.06,A1,A4,A4,4465,6.51,
1.52,A0,A2,A5,16104,7.39,
1.1,A0,A4,A0,4827,6.74,
0.7,A3,A6,A4,2139,5.77,5.71
0.34,A0,A6,A6,846,4.47,4.49
0.4,A1,A2,A0,699,4.69,4.72
0.33,A3,A2,A6,722,4.42,4.45
1.13,A0,A6,A0,6391,6.83,6.79
0.31,A0,A6,A2,901,4.41,4.43
0.3,A0,A1,A3,651,4.31,4.32
1.01,A3,A1,A0,5780,6.51,
0.72,A1,A2,A6,3449,5.79,
0.31,A2,A4,A1,586,4.33,
1.08,A4,A0,A4,3302,6.46,
1.51,A0,A2,A0,8283,7.34,7.25
0.3,A0,A3,A0,499,4.32,
0.3,A3,A1,A1,911,4.25,4.22
0.34,A3,A2,A1,596,4.49,
1.7,A1,A2,A1,15937,7.53,
1.61,A3,A6,A1,14833,7.54,7.47
0.31,A0,A2,A5,710,4.33,
1.3,A3,A4,A0,5671,6.95,6.88
0.24,A1,A6,A5,552,3.93,4.0
1.0,A4,A2,A7,1954,6.26,6.12
0.94,A1,A2,A4,3351,6.2,
1.24,A3,A4,A0,6686,6.91,
0.51,A0,A3,A1,1781,5.15,5.14
0.4,A2,A4,A1,717,4.75,
1.58,A0,A4,A1,12334,7.5,7.56
0.9,A2,A6,A0,3992,6.08,6.03
0.33,A0,A6,A3,990,4.54,4.51
1.19,A0,A4,A1,7633,6.79,
1.28,A3,A2,A3,9505,7.09,
0.37,A3,A2,A1,649,4.6,4.63
0.7,A1,A6,A1,2812,5.63,
1.0,A1,A3,A3,7453,6.39,
0.52,A3,A2,A1,1577,5.16,5.14
0.33,A0,A6,A5,955,4.44,4.46
0.35,A0,A5,A0,606,4.56,
1.23,A0,A4,A4,6152,6.79,6.84
1.02,A0,A4,A1,5683,6.47,
0.31,A3,A2,A1,698,4.37,
0.32,A1,A2,A1,561,4.42,
1.7,A0,A0,,9276,7.64,
0.97,A3,A6,A4,4063,6.31,6.35
0.51,A3,A3,A6,2060,5.17,
2.03,A3,A4,A1,18139,8.2,8.12
0.73,A1,A5,A1,2329,5.84,5.88
2.31,A3,A4,A4,13831,8.65,
0.3,A3,A3,A1,658,4.32,4.34
0.33,A3,A4,A2,1010,4.45,4.43
0.32,A1,A3,A3,618,4.4,4.46
0.85,A3,A1,A4,2737,6.11,6.06
0.49,A3,A0,,900,5.14,
2.01,A0,A5,A4,13796,8.06,
0.5,A0,A3,A6,2346,5.08,5.05
0.7,A0,A5,A1,3298,5.68,
0.4,A0,A1,A0,726,4.74,
0.3,A0,A3,A1,844,4.3,4.27
1.03,A3,A6,A1,5330,6.6,6.52
0.9,A2,A3,A0,3933,6.14,
1.14,A0,A6,A3,9074,6.68,6.71
0.32,A0,A2,A2,898,4.42,4.44
1.01,A3,A0,A4,3658,6.38,6.34
1.02,A3,A4,A0,4688,6.43,6.38
0.41,A3,A1,A4,818,4.75,4.72
0.7,A3,A6,A4,2234,5.82,5.72
0.41,A0,A4,A2,1099,4.8,4.85
1.51,A3,A4,A4,7864,7.36,7.26
0.3,A2,A2,A2,895,4.24,
0.32,A2,A6,A4,421,4.34,4.35
1.65,A0,A5,A1,12495,7.59,
1.03,A1,A2,A7,3018,6.51,
0.72,A0,A2,A5,3502,5.72,5.75
0.3,A3,A4,A6,605,4.3,
1.3,A3,A2,A4,5421,7.02,
0.33,A0,A4,A1,668,4.5,4.46
1.06,A1,A6,A0,5520,6.51,6.42
0.41,A3,A2,A0,719,4.71,4.73
0.34,A0,A2,A3,681,4.47,4.5
1.01,A0,A6,A3,9077,6.4,
1.01,A0,A4,A0,4886,6.38,6.47
0.44,A3,A2,A6,1155,4.93,
0.52,A0,A6,A1,1451,5.14,5.2
0.96,A3,A3,A4,4462,6.52,
1.51,A3,A2,A0,10267,7.45,7.41
1.16,A0,A4,A3,7175,6.71,6.73
0.3,A0,A3,A5,916,4.27,
0.6,A0,A3,A4,1385,5.37,
1.51,A3,A4,A3,10775,7.32,7.26
0.9,A0,A1,A3,7393,6.14,
1.0,A3,A3,A3,7452,6.41,
1.01,A1,A1,A1,7652,6.36,6.39
0.55,A0,A1,A1,2030,5.29,5.26
0.24,A1,A1,A3,419,3.95,
0.74,A3,A5,A3,2193,5.79,5.76
1.0,A3,A3,A4,4704,6.45,
0.3,A0,A3,A3,670,4.32,
0.32,A1,A0,A0,374,4.36,4.4
0.9,A1,A1,A1,4668,6.06,
0.7,A1,A3,A3,3154,5.61,5.65
0.74,A3,A3,A0,2042,5.83,
0.3,A1,A5,,394,4.33,4.37
0.3,A0,A6,A3,795,4.32,
1.59,A1,A5,A4,7345,7.46,
1.01,A0,A3,A1,7198,6.43,
1.5,A1,A0,A1,7177,7.27,
,A3,A3,A1,844,4.32,4.28
0.54,A3,A1,A3,2100,5.3,5.24
1.15,A0,A6,A6,8743,6.69,6.74
0.74,A1,A5,A0,2352,5.72,
1.7,A2,A3,A1,15385,7.43,7.52
0.72,A1,A4,,1698,5.7,
1.51,A3,A0,A1,7418,7.48,
0.73,A1,A3,A3,3353,5.71,
1.5,A3,A4,A1,10750,7.43,7.37
1.31,A3,A4,,7550,7.01,
0.35,A1,A2,A2,1001,4.56,4.6
0.32,A0,A5,A1,449,4.4,
0.71,A1,A5,A3,2327,5.69,5.65
0.31,A3,A2,A3,695,4.36,
0.64,A1,A4,A6,2060,5.59,5.65
0.24,A0,A5,A5,432,3.98,3.95
0.31,A2,A1,A4,462,4.28,4.33
0.44,A0,A2,,694,4.93,4.95
1.21,A1,A5,A3,5726,6.89,
0.5,A0,A4,A0,1446,5.08,5.13
0.36,A1,A2,A2,1002,4.6,4.64
0.71,A1,A1,A0,2913,5.68,5.8
1.24,A3,A4,A1,5305,6.83,6.79
0.94,A3,A2,A0,4159,6.33,6.27
,A3,A4,A0,5476,6.72,6.7
0.53,A3,A1,A0,1753,5.26,5.2
0.59,A1,A6,A1,1764,5.35,5.42
0.31,A0,A6,A5,897,4.35,4.38
0.35,A0,A4,A2,921,4.51,4.54
0.3,A0,A6,A1,828,4.37,4.33
1.21,A0,A4,A1,7426,6.78,
0.33,A1,A2,A1,579,4.49,4.51
0.7,A4,A3,A4,1828,5.45,5.35
0.41,A0,A6,A1,1107,4.83,4.78
0.33,A3,A2,A2,1052,4.46,
1.12,A0,A2,A0,5551,6.68,6.65
0.37,A1,A1,A1,760,4.7,4.76
0.9,A3,A3,A3,5535,6.28,6.31
1.0,A0,A3,A0,5622,6.39,6.49
0.47,A2,A1,A0,987,4.9,4.88
0.7,A1,A3,A0,2239,5.66,5.68
1.02,A0,A1,A0,6040,6.51,6.56
1.18,A0,A5,A0,5412,6.79,6.84
1.02,A2,A6,A3,8011,6.41,
0.34,A3,A1,A0,803,4.53,4.5
1.11,A2,A1,A4,5015,6.77,6.81
1.1,A0,A2,A6,9215,6.76,6.7
0.29,A1,A4,A4,404,4.33,4.37
0.35,A0,A3,A1,767,4.5,4.52
1.2,A3,A4,A4,4906,6.91,
1.01,A4,A6,A1,5784,6.17,
1.71,A3,A2,A3,16813,7.66,
0.38,A0,A5,A6,766,4.62,
0.88,A2,A0,A3,1964,5.98,5.9
0.92,A3,A2,A4,3377,6.15,6.2
,A3,A2,A3,726,4.53,4.57
,A3,A2,,1316,5.23,5.28
2.06,A3,A5,A4,13912,8.18,8.1
0.5,A0,A3,A1,1655,5.1,
0.78,A1,A1,A3,4234,6.0,
0.43,A0,A5,A1,716,4.84,4.87
0.77,A2,A3,A4,2005,5.84,5.77
,A0,A3,,956,4.47,4.45
0.42,A0,A4,A0,898,4.84,4.76
0.57,A0,A3,A4,1357,5.49,5.46
1.01,A3,A6,A3,7602,6.42,6.37
1.01,A3,A6,A4,4137,6.31,6.24
0.52,A4,A2,A2,1849,4.98,5.06
0.54,A0,A6,A4,1409,5.25,5.23
0.71,A0,A2,A4,2266,5.71,5.74
0.75,A0,A4,A0,2165,5.82,5.78
0.41,A3,A6,A6,1192,4.83,
1.23,A3,A2,A3,9574,6.99,
0.71,A3,A5,A5,2572,5.67,
0.9,A3,A1,A0,4304,6.15,6.11
0.32,A0,A4,A5,936,4.41,
1.5,A3,A4,A3,10584,7.53,
0.81,A1,A6,A0,2858,6.02,
0.7,A0,A1,A4,2373,5.63,5.68
1.35,A0,A1,,10796,7.13,7.09
2.04,A0,A2,A0,18153,8.12,
1.22,A1,A1,A4,6607,6.96,
0.51,A3,A5,A6,1211,5.26,5.21
1.42,A0,A4,A4,7475,7.21,7.16
0.52,A0,A3,A1,1767,5.22,
0.31,A0,A2,A5,1046,4.36,
0.78,A3,A1,A0,3019,6.02,
0.31,A0,A2,A2,871,4.39,4.42
1.5,A3,A6,A1,14586,7.32,
0.31,A3,A0,A1,488,4.33,
0.36,A0,A3,A1,742,4.57,4.6
0.31,A3,A2,A6,907,4.43,4.39
2.17,A0,A5,A0,16716,8.26,8.32
1.31,A1,A5,A3,6885,6.99,7.03
0.31,A0,A3,A1,695,4.43,
1.25,A2,A5,A4,3465,6.91,6.82
1.31,A0,A2,A6,13168,7.09,7.15
0.25,A1,A3,A3,436,4.1,4.15
0.31,A0,A3,A1,872,4.36,
1.01,A4,A6,,4634,6.12,
0.34,A2,A5,A0,447,4.43,4.48
1.01,A2,A1,A0,5501,6.59,6.64
1.7,A2,A5,A4,7464,7.62,
0.31,A2,A6,A6,660,4.29,4.33
1.01,A1,A3,A0,5002,6.38,6.34
0.9,A1,A1,A4,3632,6.2,
1.0,A3,A3,A4,4496,6.34,
0.33,A3,A1,A0,780,4.49,4.46
0.32,A0,A0,A1,504,4.38,4.36
1.01,A2,A5,A1,3620,6.3,6.21
0.31,A0,A4,A3,698,4.39,
0.91,A1,A3,A4,3772,6.12,6.16
1.01,A3,A6,A4,4616,6.32,6.27
1.7,A3,A2,A1,12681,7.67,7.63
1.11,A3,A4,A1,5395,6.77,
0.31,A0,A2,A6,687,4.38,4.4
2.05,A3,A5,A0,15837,8.24,8.21
0.32,A1,A5,A1,576,4.38,
0.41,A3,A6,A1,1107,4.85,
1.01,A2,A6,A0,4989,6.32,6.29
1.01,A3,A1,A3,8201,6.44,6.38
0.9,A3,A1,A4,3740,6.27,6.05
1.33,A3,A3,A4,6256,7.13,7.05
0.51,A0,A2,A5,1933,5.2,5.22
0.45,A0,A2,A5,1297,4.93,4.96
0.3,A0,A4,A2,764,4.3,4.31
1.51,A1,A0,A1,7557,7.27,
1.01,A1,A2,A4,4154,6.39,6.34
1.01,A1,A6,A3,6719,6.47,6.54
1.05,A3,A6,A4,4475,6.43,6.47
1.01,A2,A1,A1,6066,6.32,6.35
0.59,A2,A6,A3,1861,5.43,5.5
0.31,A0,A3,A1,872,4.33,
0.31,A1,A1,A4,462,4.35,4.37
0.37,A0,A6,A0,844,4.74,4.7
1.28,A3,A4,A0,6580,6.88,6.94
0.7,A0,A4,A5,3517,5.69,5.73
1.36,A3,A0,A1,6626,7.09,
0.31,A1,A1,A0,571,4.3,4.33
0.36,A3,A1,A4,537,4.54,4.6
0.3,A0,A6,A6,694,4.28,4.33
1.11,A3,A6,A4,5284,6.67,6.61
1.51,A3,A6,A1,14465,7.39,7.31
0.3,A0,A3,A1,844,4.3,4.28
0.5,A0,A3,A1,1629,5.12,
0.58,A3,A6,A0,1634,5.33,5.25
0.52,A1,A3,A4,1112,5.17,
1.61,A1,A4,A1,11627,7.64,7.74
0.41,A0,A6,A3,1007,4.77,
0.53,A0,A6,A1,1631,5.19,5.23
0.47,A1,A6,A6,1418,4.99,5.03
0.72,A0,A3,A0,2857,5.76,
0.53,A0,A2,A5,2005,5.18,5.2
,A2,A1,A4,1202,5.31,5.26
1.03,A0,A1,A3,10607,6.45,6.48
1.5,A2,A2,A0,9954,7.46,
1.08,A0,A2,A4,5057,6.55,
0.32,A0,A6,A5,854,4.4,4.43
0.24,A1,A6,A6,552,3.95,
1.0,A4,A3,A0,4844,6.53,6.63
0.72,A1,A3,A4,2345,5.84,5.86
0.4,A0,A1,A6,1111,4.68,
2.48,A0,A5,A4,12883,8.64,8.58
2.4,A4,A0,A4,15824,8.35,
1.11,A3,A6,A4,4612,6.8,6.74
1.01,A0,A2,A3,5294,6.49,
0.32,A0,A6,,645,4.37,
0.9,A1,A1,A0,4523,6.09,
0.32,A0,A3,A7,490,4.45,
1.09,A3,A2,A4,4047,6.72,6.62
0.53,A1,A3,A6,2043,5.12,5.08
0.36,A0,A1,,851,4.68,4.63
0.93,A1,A6,A4,3420,6.14,6.05
0.78,A0,A3,A0,3067,5.87,5.9
2.01,A0,A4,A0,14837,8.11,8.06
1.0,A3,A1,A0,5488,6.45,
2.02,A2,A2,A4,12929,8.37,8.35
1.22,A1,A2,A2,8793,6.8,6.85
1.1,A3,A3,A6,10387,6.69,
0.51,A2,A6,A1,1574,5.05,5.03
0.33,A0,A1,A1,781,4.4,
0.78,A0,A5,A1,2012,5.93,5.87
1.09,A0,A6,A1,7520,6.73,6.66
0.32,A0,A4,A1,648,4.4,4.38
0.46,A0,A4,A0,807,4.99,5.02
0.56,A0,A2,A5,1993,5.29,5.31
1.01,A2,A3,,6335,6.29,
0.6,A0,A2,A3,2131,5.44,5.47
0.56,A1,A3,A6,2100,5.25,
0.41,A3,A0,A1,611,4.69,4.74
1.06,A3,A5,A4,4096,6.6,6.56
0.7,A3,A6,A4,2234,5.79,5.72
1.11,A2,A0,A0,3916,6.57,6.48
0.79,A0,A2,A0,2898,5.9,5.85
0.53,A0,A3,A1,1676,5.18,5.23
0.6,A0,A5,A5,1715,5.39,5.43
0.32,A0,A6,A1,828,4.44,4.4
0.37,A0,A3,A1,811,4.61,4.65
1.04,A0,A4,A4,4368,6.54,6.5
0.73,A0,A1,A0,3189,5.8,
0.31,A2,A3,A5,826,4.4,4.42
0.71,A1,A6,A0,2333,5.71,5.74
0.51,A3,A3,A1,1656,5.2,5.22
0.9,A1,A2,A4,3437,6.02,6.09
0.23,A1,A3,A6,498,3.96,4.01
0.51,A3,A4,A0,1116,5.13,5.12
0.73,A1,A1,A0,2768,5.83,
0.91,A2,A2,A6,4543,6.06,6.1
1.16,A3,A4,A4,4157,6.93,6.84
1.0,A0,A1,A0,4928,6.43,6.38
0.3,A3,A5,A0,506,4.29,4.27
0.7,A3,A2,A1,2317,5.75,5.8
0.73,A3,A6,A0,2527,5.74,5.72
0.7,A2,A3,A4,1793,5.85,5.9
1.0,A2,A3,A3,7190,6.48,
0.9,A3,A2,A1,4386,6.16,6.21
,A2,A5,A0,432,4.36,
0.41,A1,A3,A4,818,4.73,4.69
0.3,A0,A3,A5,838,4.28,
0.96,A0,A0,A1,3326,6.32,
1.06,A0,A5,A4,4092,6.55,6.59
1.5,A1,A1,,15600,7.3,
2.06,A1,A0,A1,13948,8.14,8.2
0.46,A2,A2,A6,1245,4.98,5.04
0.7,A3,A1,A0,2782,5.68,
0.9,A1,A1,A4,3806,6.14,6.18
1.59,A0,A3,A4,11251,7.52,7.48
0.7,A4,A6,A0,1974,5.58,
0.32,A0,A6,A5,990,4.41,4.36
0.52,A0,A3,A6,2230,5.16,5.19
0.36,A3,A2,A3,932,4.59,4.55
1.01,A4,A5,A3,3801,6.29,6.2
1.26,A2,A0,A0,4255,6.78,6.74
1.01,A0,A2,A1,6132,6.45,6.5
1.54,A3,A4,A1,11632,7.38,
1.12,A0,A4,A3,7616,6.71,6.73
1.51,A3,A3,A4,9513,7.37,
0.31,A0,A1,A3,752,4.39,4.41
2.01,A3,A5,A1,16626,8.15,
0.3,A2,A6,A6,613,4.19,4.21
1.51,A3,A4,A0,10012,7.46,
0.31,A0,A0,A5,461,4.32,4.35
0.82,A0,A6,A1,3514,5.96,5.99
1.11,A0,A2,A3,7917,6.64,6.67
1.09,A0,A6,A4,5016,6.64,6.67
0.52,A0,A6,A1,1625,5.19,5.23
0.55,A3,A6,A1,1819,5.29,5.25
1.04,A3,A2,A0,4811,6.68,
0.54,A0,A2,A2,2177,5.28,5.25
1.52,A0,A6,A4,9948,7.33,7.37
0.54,A0,A2,A6,1985,5.24,5.26
,A1,A1,A0,5621,6.49,6.54
0.28,A0,A6,A6,787,4.21,
0.72,A3,A3,A1,3024,5.73,
1.15,A3,A4,A1,5191,6.86,6.8
0.3,A1,A1,A4,447,4.25,4.31
0.51,A1,A3,A1,1638,5.12,
1.12,A0,A5,A3,6060,6.7,6.73
0.43,A1,A6,A1,804,4.81,
0.34,A0,A1,A5,1133,4.46,4.48
1.51,A1,A2,A6,13500,7.2,7.32
0.73,A4,A5,A7,1049,5.51,5.34
0.72,A0,A5,A0,2351,5.78,5.81
0.33,A0,A1,A1,1002,4.46,
0.51,A2,A4,A1,1128,5.07,
1.02,A3,A2,,4486,6.56,6.45
0.31,A1,A2,A1,544,4.31,
0.59,A1,A0,,1261,5.34,
0.31,A0,A6,,874,4.3,4.34
0.71,A3,A1,A5,4482,5.81,5.88
0.51,A0,A2,A6,1859,5.11,5.15
0.72,A0,A2,A3,3478,5.74,
1.51,A3,A4,A0,9511,7.38,7.34
0.38,A0,A1,A3,942,4.7,4.69
0.65,A0,A4,A5,2177,5.55,5.57
0.3,A1,A2,A1,491,4.38,
0.3,A3,A3,A6,789,4.28,4.31
0.7,A1,A6,A0,2264,5.57,5.62
1.04,A0,A6,A1,6692,6.48,
0.7,A2,A5,A0,2034,5.63,
0.31,A0,A1,A6,828,4.39,4.43
0.43,A3,A6,A5,1358,4.88,
0.51,A0,A6,A3,1744,5.13,
1.02,A0,A2,A0,5426,6.46,6.49
0.42,A1,A1,A6,1185,4.73,
0.35,A2,A3,A3,663,4.49,4.54
1.13,A0,A6,A1,7369,6.65,6.71
0.36,A1,A1,A0,794,4.56,4.52
0.29,A1,A6,A6,664,4.22,4.26
0.32,A0,A2,A6,730,4.4,4.42
2.01,A1,A2,,15563,8.01,8.05
0.43,A1,A2,A1,867,4.78,4.83
0.72,A0,A2,A1,3547,5.81,5.83
1.28,A0,A5,A3,7025,7.02,6.98
0.52,A0,A6,A0,1624,5.19,
0.72,A3,A6,A6,3105,5.78,5.72
1.33,A3,A2,A3,9813,7.12,
0.34,A0,A3,,1033,4.52,4.48
1.01,A4,A6,A4,3540,6.19,
1.01,A1,A5,A4,3770,6.41,6.45
0.79,A0,A6,A0,3163,5.96,6.01
0.35,A3,A3,A5,1116,4.58,
1.05,A3,A2,A3,7644,6.6,6.55
0.5,A1,A5,,1054,5.04,5.08
0.52,A3,A2,A1,1577,5.19,
1.0,A2,A2,A6,7453,6.33,6.37
0.59,A1,A5,A1,1392,5.3,5.36
1.2,A1,A5,A0,5408,6.75,
1.09,A0,A4,A0,4965,6.57,
0.91,A1,A3,A1,4823,6.13,6.17
0.42,A1,A1,A0,756,4.8,
0.32,A3,A4,A6,645,4.33,4.37
0.41,A0,A1,A0,1015,4.79,
0.32,A1,A2,A1,561,4.31,4.35
1.25,A1,A2,A4,6399,6.97,6.93
0.36,A0,A3,A0,810,4.57,
0.3,A3,A3,A1,844,4.28,4.26
0.71,A0,A4,A5,3014,5.7,5.75
0.71,A0,A2,A3,2950,5.68,
0.56,A0,A1,A1,2066,5.35,
1.0,A1,A3,A1,6600,6.32,6.36
0.71,A0,A3,A3,3272,5.84,
0.59,A1,A2,A2,2611,5.38,5.42
0.41,A0,A2,A3,899,4.78,4.81
0.51,A0,A6,A3,1836,5.17,
0.27,A3,A3,A5,622,4.18,4.2
0.91,A3,A3,A4,3743,6.14,
0.3,A2,A5,A0,394,4.24,4.26
1.01,A2,A2,A4,3626,6.31,6.35
1.01,A3,A2,A1,5864,6.49,6.46
0.3,A0,A3,A6,766,4.32,
0.5,A2,A1,A0,1436,5.05,5.08
0.32,A1,A1,A0,756,4.38,
1.42,A0,A2,A1,10735,7.19,
1.0,A3,A3,A1,7168,6.25,6.22
1.05,A1,A3,A4,4398,6.47,
1.29,A3,A5,A3,5664,7.03,
1.31,A0,A6,A0,8227,6.96,
0.25,A0,A3,,535,4.08,4.11
1.27,A0,A5,A3,6396,6.86,6.89
0.33,A0,A2,A5,868,4.42,
1.32,A0,A2,A3,9715,7.09,7.13
0.58,A1,A1,A4,1438,5.31,5.35
0.36,A0,A1,A4,537,4.52,4.57
0.47,A2,A6,A3,1243,5.04,
0.9,A1,A4,A1,4082,6.05,6.01
0.32,A3,A4,A3,561,4.43,
0.93,A0,A1,A4,3990,6.2,
1.1,A0,A4,A4,4620,6.65,
1.2,A0,A5,A1,5884,6.66,6.74
0.76,A0,A2,A1,2782,5.9,5.94
1.23,A2,A4,A0,5889,6.81,
0.4,A1,A3,A0,882,4.7,4.66
0.71,A0,A5,A3,2266,5.75,
2.08,A1,A0,A1,13732,8.24,8.34
0.43,A0,A5,A2,1129,4.85,4.83
2.05,A2,A2,A7,7026,8.46,
0.8,A3,A2,A4,2484,5.96,5.9
0.53,A0,A6,A1,1803,5.21,
0.37,A1,A3,A1,728,4.52,4.57
0.24,A1,A6,A3,419,3.93,3.97
0.42,A0,A3,A0,773,4.79,4.81
1.0,A1,A2,A1,5860,6.36,
0.91,A1,A5,A1,4008,6.35,6.27
0.36,A3,A1,A0,851,4.65,4.61
0.73,A3,A2,A3,2770,5.79,5.75
1.06,A3,A5,A0,4372,6.5,6.52
0.93,A2,A0,A1,3000,6.16,6.08
0.7,A3,A3,A1,2822,5.72,5.68
0.64,A0,A1,A5,4281,5.57,
1.27,A0,A0,A4,4693,6.85,6.88
0.76,A0,A2,A4,2389,5.81,5.84
0.34,A0,A4,A2,863,4.51,4.55
0.3,A3,A6,A4,506,4.27,
1.71,A0,A4,A0,12641,7.74,
2.03,A3,A3,A4,18310,8.16,8.24
1.26,A0,A5,,6597,6.89,6.92
1.3,A3,A0,A0,5176,7.02,6.97
1.5,A1,A6,,8431,7.29,
